0:0:0:0:0:0:0:1 - - [14/Feb/2026:00:11:16 +0500] "GET /manager/html HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [14/Feb/2026:00:32:27 +0500] "GET /styles.8401e9bd1aeb9cc3.css HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [14/Feb/2026:00:32:27 +0500] "GET /runtime.774e0a7ad309f9a9.js HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [14/Feb/2026:00:32:27 +0500] "GET /polyfills.a1e4733db5f0b07c.js HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [14/Feb/2026:00:32:27 +0500] "GET /main.40339ee400898040.js HTTP/1.1" 404 683
0:0:0:0:0:0:0:1 - - [14/Feb/2026:00:32:27 +0500] "GET /scripts.393da9fe47f045aa.js HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:51:47 +0500] "GET /velocity HTTP/1.1" 302 -
127.0.0.1 - - [14/Feb/2026:00:51:48 +0500] "GET /velocity/ HTTP/1.1" 200 787
127.0.0.1 - - [14/Feb/2026:00:51:49 +0500] "GET /styles.8401e9bd1aeb9cc3.css HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:51:49 +0500] "GET /scripts.393da9fe47f045aa.js HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:51:49 +0500] "GET /runtime.774e0a7ad309f9a9.js HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:51:49 +0500] "GET /main.40339ee400898040.js HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:51:49 +0500] "GET /polyfills.a1e4733db5f0b07c.js HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:51:49 +0500] "GET /assets/images/qarshi-logo.png HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:56:10 +0500] "GET /velocity/ HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:00:56:11 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:00:56:11 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:00:56:11 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:00:56:11 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:00:56:11 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:00:56:12 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:56:12 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 401 130
127.0.0.1 - - [14/Feb/2026:00:56:12 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:00:56:12 +0500] "GET /velocity/assets/images/dsg-velocity-logo-cropped.png HTTP/1.1" 200 130636
127.0.0.1 - - [14/Feb/2026:00:56:13 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:00:56:13 +0500] "GET /velocity/common.fef8b937acc0b7f5.js HTTP/1.1" 200 21092
127.0.0.1 - - [14/Feb/2026:00:56:13 +0500] "GET /velocity/641.075740f3205629b9.js HTTP/1.1" 200 171231
127.0.0.1 - - [14/Feb/2026:00:56:13 +0500] "GET /velocity/198.b27ee009b8d9c6d0.js HTTP/1.1" 200 17398
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/690.f10ff02df9bfaf36.js HTTP/1.1" 200 820631
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/4.1ededa65bcd6a9a0.js HTTP/1.1" 200 377246
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/455.13da1fb62aa6ee59.js HTTP/1.1" 200 575542
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/970.54d73cc638cfb533.js HTTP/1.1" 200 64899
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/89.53a4a606adedd3a0.js HTTP/1.1" 200 196934
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/922.9a081a87f39bc1da.js HTTP/1.1" 200 59208
127.0.0.1 - - [14/Feb/2026:00:56:14 +0500] "GET /velocity/365.41f1456c71a2773b.js HTTP/1.1" 200 18989
127.0.0.1 - - [14/Feb/2026:00:56:17 +0500] "POST /velocity/api/auth/login HTTP/1.1" 200 997
127.0.0.1 - - [14/Feb/2026:00:56:17 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:00:56:18 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:00:56:44 +0500] "GET /velocity/ HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:00:56:45 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:00:56:45 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:00:56:45 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:00:56:45 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:00:56:45 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:00:56:46 +0500] "GET /velocity/641.075740f3205629b9.js HTTP/1.1" 200 171231
127.0.0.1 - - [14/Feb/2026:00:56:46 +0500] "GET /velocity/common.fef8b937acc0b7f5.js HTTP/1.1" 200 21092
127.0.0.1 - - [14/Feb/2026:00:56:46 +0500] "GET /velocity/198.b27ee009b8d9c6d0.js HTTP/1.1" 200 17398
127.0.0.1 - - [14/Feb/2026:00:56:46 +0500] "GET /velocity/690.f10ff02df9bfaf36.js HTTP/1.1" 200 820631
127.0.0.1 - - [14/Feb/2026:00:56:46 +0500] "GET /velocity/4.1ededa65bcd6a9a0.js HTTP/1.1" 200 377246
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /velocity/455.13da1fb62aa6ee59.js HTTP/1.1" 200 575542
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /velocity/970.54d73cc638cfb533.js HTTP/1.1" 200 64899
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /velocity/89.53a4a606adedd3a0.js HTTP/1.1" 200 196934
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /velocity/922.9a081a87f39bc1da.js HTTP/1.1" 200 59208
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /velocity/365.41f1456c71a2773b.js HTTP/1.1" 200 18989
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:00:56:47 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:00:58:15 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:00:58:16 +0500] "GET /velocity/getApplicationsPendingApproval?departmentHeadUserId=145 HTTP/1.1" 200 9646
127.0.0.1 - - [14/Feb/2026:00:58:16 +0500] "GET /velocity/getApplicationsByUserId?userId=145 HTTP/1.1" 200 14158
127.0.0.1 - - [14/Feb/2026:00:58:16 +0500] "GET /velocity/getAllCustomForms HTTP/1.1" 200 15555
127.0.0.1 - - [14/Feb/2026:00:58:19 +0500] "GET /velocity/getAllCustomForms HTTP/1.1" 200 15555
127.0.0.1 - - [14/Feb/2026:00:58:19 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:00:58:21 +0500] "GET /velocity/getNextApplicationCode?formId=572 HTTP/1.1" 200 50
127.0.0.1 - - [14/Feb/2026:01:01:54 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:01:54 +0500] "GET /velocity/getAllProductCategory HTTP/1.1" 200 1524
127.0.0.1 - - [14/Feb/2026:01:07:49 +0500] "GET /velocity/product-category HTTP/1.1" 401 132
127.0.0.1 - - [14/Feb/2026:01:11:30 +0500] "GET / HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:11:36 +0500] "GET /velocity/ HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:01:11:36 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:01:11:36 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:01:11:36 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:01:11:36 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:01:11:36 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:01:11:37 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:11:37 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:01:11:37 +0500] "GET /velocity/assets/images/dsg-velocity-logo-cropped.png HTTP/1.1" 200 130636
127.0.0.1 - - [14/Feb/2026:01:11:37 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:11:38 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:01:11:45 +0500] "GET /velocity/Dashboard HTTP/1.1" 401 125
127.0.0.1 - - [14/Feb/2026:01:11:45 +0500] "GET /favicon.ico HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:11:50 +0500] "GET / HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:12:01 +0500] "GET /velocity/ HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:01:12:01 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:01:12:01 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:01:12:01 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:01:12:01 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:01:12:01 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:01:12:02 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:12:02 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:01:12:02 +0500] "GET /velocity/assets/images/dsg-velocity-logo-cropped.png HTTP/1.1" 200 130636
127.0.0.1 - - [14/Feb/2026:01:12:02 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:12:02 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/common.fef8b937acc0b7f5.js HTTP/1.1" 200 21092
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/641.075740f3205629b9.js HTTP/1.1" 200 171231
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/198.b27ee009b8d9c6d0.js HTTP/1.1" 200 17398
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/690.f10ff02df9bfaf36.js HTTP/1.1" 200 820631
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/4.1ededa65bcd6a9a0.js HTTP/1.1" 200 377246
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/455.13da1fb62aa6ee59.js HTTP/1.1" 200 575542
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/970.54d73cc638cfb533.js HTTP/1.1" 200 64899
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/89.53a4a606adedd3a0.js HTTP/1.1" 200 196934
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/922.9a081a87f39bc1da.js HTTP/1.1" 200 59208
127.0.0.1 - - [14/Feb/2026:01:12:06 +0500] "GET /velocity/365.41f1456c71a2773b.js HTTP/1.1" 200 18989
127.0.0.1 - - [14/Feb/2026:01:12:08 +0500] "POST /velocity/api/auth/login HTTP/1.1" 200 997
127.0.0.1 - - [14/Feb/2026:01:12:09 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:12:09 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:01:12:10 +0500] "GET /velocity/Dashboard HTTP/1.1" 401 125
127.0.0.1 - - [14/Feb/2026:01:12:10 +0500] "GET /favicon.ico HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:13:46 +0500] "GET /velocity HTTP/1.1" 302 -
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /velocity/ HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:01:13:47 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:13:48 +0500] "GET /velocity/assets/images/dsg-velocity-logo-cropped.png HTTP/1.1" 200 130636
127.0.0.1 - - [14/Feb/2026:01:13:48 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:01:13:48 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:13:48 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:01:13:50 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:13:50 +0500] "GET /velocity/getAllCountry HTTP/1.1" 200 6888
127.0.0.1 - - [14/Feb/2026:01:13:51 +0500] "GET /velocity/getActiveCountry HTTP/1.1" 200 6888
127.0.0.1 - - [14/Feb/2026:01:13:51 +0500] "GET /velocity/getActiveCity HTTP/1.1" 200 12032
127.0.0.1 - - [14/Feb/2026:01:13:51 +0500] "GET /velocity/getAllDealer HTTP/1.1" 200 651664
127.0.0.1 - - [14/Feb/2026:01:14:08 +0500] "GET /velocity/media-house HTTP/1.1" 401 127
127.0.0.1 - - [14/Feb/2026:01:14:08 +0500] "GET /favicon.ico HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:33:46 +0500] "GET /velocity/media-house HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:01:33:46 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:01:33:46 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:01:33:46 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:01:33:46 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:01:33:46 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:01:33:47 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:01:33:47 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:33:48 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:01:33:48 +0500] "GET /velocity/getActiveCountry HTTP/1.1" 200 6888
127.0.0.1 - - [14/Feb/2026:01:33:48 +0500] "GET /velocity/getActiveCity HTTP/1.1" 200 12032
127.0.0.1 - - [14/Feb/2026:01:33:48 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:33:48 +0500] "GET /velocity/getAllDealer HTTP/1.1" 200 651664
127.0.0.1 - - [14/Feb/2026:01:33:49 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
127.0.0.1 - - [14/Feb/2026:01:33:51 +0500] "GET /velocity/assets/images/dsg-velocity-logo-cropped.png HTTP/1.1" 200 130636
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/Dashboard HTTP/1.1" 200 834
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/runtime.774e0a7ad309f9a9.js HTTP/1.1" 200 3673
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/styles.8401e9bd1aeb9cc3.css HTTP/1.1" 200 374959
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/polyfills.a1e4733db5f0b07c.js HTTP/1.1" 200 33894
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/scripts.393da9fe47f045aa.js HTTP/1.1" 200 975120
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/main.40339ee400898040.js HTTP/1.1" 200 4916069
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /assets/i18n/en.json HTTP/1.1" 404 683
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/assets/images/qarshi-logo.png HTTP/1.1" 200 3957
127.0.0.1 - - [14/Feb/2026:01:33:55 +0500] "GET /velocity/assets/images/dsg-velocity-logo-cropped.png HTTP/1.1" 200 130636
127.0.0.1 - - [14/Feb/2026:01:33:56 +0500] "GET /velocity/allSubMenuRole?roleId=1&userId=145 HTTP/1.1" 200 54560
127.0.0.1 - - [14/Feb/2026:01:33:56 +0500] "GET /velocity/allMenu HTTP/1.1" 200 27996
